Id,AddedElegiblePasses,AddedElegibleProducts,AddedElegibleResourceTypes,AddedElegibleTariffs,AddedEventCategories,AppliesToCharges,Bucket,BusinessCurrencyCode,BusinessId,BusinessName,CaneBeUsedForBookings,CaneBeUsedForEvents,CoworkerContractUniqueId,CoworkerId,CoworkerProductUniqueId,CreatedOn,CreditIndex,CustomFields,Description,ElegiblePasses,ElegibleProducts,ElegibleResourceTypes,ElegibleTariffs,EventCategories,ExpireDate,IsNew,IsUniversalCredit,LocalizationDetails,RemainingCredit,RemovedElegiblePasses,RemovedElegibleProducts,RemovedElegibleResourceTypes,RemovedElegibleTariffs,RemovedEventCategories,SystemId,TariffBookingCreditId,TariffBookingCreditName,ToStringText,TotalCredit,UniqueId,UpdatedBy,UpdatedOn,UseCreditPrice,ValidFrom
1420340291,,,,,,False,active,GBP,1421021016,Explore 2.0,True,False,,1423831568,,2026-08-27T08:39:10.2605599Z,11,,,[],[],[],[],[],2026-12-12T00:00:00Z,False,False,,55.94,,,,,,,,,#1420340291,55.94,43898998-2447-4c7d-b5df-22c51aae0521,matheus+explore@nexudus.com,2026-08-27T08:39:10.2605599Z,False,2026-10-06T00:00:00Z
1420340383,,,,,,False,active,GBP,1421021016,Explore 2.0,True,False,,1423560874,,2026-08-27T08:39:10.7771724Z,12,,,[],[],[],[],[],2027-05-13T00:00:00Z,False,False,,88.14,,,,,,,,,#1420340383,88.14,30ec76ba-7f40-4108-ac2c-5d21ec549766,matheus+explore@nexudus.com,2026-08-27T08:39:10.7771724Z,False,2027-03-20T00:00:00Z
1420340384,,,,,,False,expired,GBP,1421021016,Explore 2.0,True,False,,1423831750,,2026-08-27T08:39:11.3084608Z,13,,,[],[],[],[],[],2026-05-24T00:00:00Z,False,False,,116.68,,,,,,,,,#1420340384,116.68,ed958eb1-f852-4f5d-980f-56de9d2e17cd,matheus+explore@nexudus.com,2026-08-27T08:39:11.3084608Z,False,2025-12-04T00:00:00Z
1420340385,,,,,,False,expired,GBP,1421021016,Explore 2.0,True,False,,1423831766,,2026-08-27T08:39:11.8240661Z,14,,,[],[],[],[],[],2026-05-23T00:00:00Z,False,False,,120.96,,,,,,,,,#1420340385,120.96,6ef6b0af-1482-4456-ba54-b538e3f875e4,matheus+explore@nexudus.com,2026-08-27T08:39:11.8240661Z,False,2026-01-26T00:00:00Z
1420340292,,,,,,False,expired,GBP,1421021016,Explore 2.0,True,False,,1423831553,,2026-08-27T08:39:12.3400397Z,15,,,[],[],[],[],[],2026-07-07T00:00:00Z,False,False,,164.06,,,,,,,,,#1420340292,164.06,1ba53602-9300-42bd-8dcd-a448ef3f6eb9,matheus+explore@nexudus.com,2026-08-27T08:39:12.3400397Z,False,2026-04-07T00:00:00Z
1420340386,,,,,,False,expired,GBP,1421021016,Explore 2.0,True,False,,1423831751,,2026-08-27T08:39:12.8247502Z,16,,,[],[],[],[],[],2026-07-01T00:00:00Z,False,False,,138.47,,,,,,,,,#1420340386,138.47,35a557e2-e08a-4734-8d1a-45cf1c568861,matheus+explore@nexudus.com,2026-08-27T08:39:12.8247502Z,False,2026-05-04T00:00:00Z
1420340387,,,,,,False,expired,GBP,1421021016,Explore 2.0,True,False,,1423831554,,2026-08-27T08:39:13.314075Z,17,,,[],[],[],[],[],2026-03-18T00:00:00Z,False,False,,138.12,,,,,,,,,#1420340387,138.12,20ca2c10-b444-49ff-b596-96b3dfb674c6,matheus+explore@nexudus.com,2026-08-27T08:39:13.314075Z,False,2026-02-08T00:00:00Z
1420340293,,,,,,False,expired,GBP,1421021016,Explore 2.0,True,False,,1423831747,,2026-08-27T08:39:13.8570704Z,18,,,[],[],[],[],[],2026-06-03T00:00:00Z,False,False,,198.96,,,,,,,,,#1420340293,198.96,3f648d0d-6a54-4c98-bbf5-e1786a51e519,matheus+explore@nexudus.com,2026-08-27T08:39:13.8570704Z,False,2026-03-25T00:00:00Z
1420340294,,,,,,False,expired,GBP,1421021016,Explore 2.0,True,False,,1423831756,,2026-08-27T08:39:14.3101484Z,19,,,[],[],[],[],[],2026-07-11T00:00:00Z,False,False,,23.26,,,,,,,,,#1420340294,23.26,4c4d5cdc-2687-42ae-92d6-ee3afd5f2f93,matheus+explore@nexudus.com,2026-08-27T08:39:14.3101484Z,False,2026-04-15T00:00:00Z
1420340295,,,,,,False,expired,GBP,1421021016,Explore 2.0,True,False,,1423831762,,2026-08-27T08:39:14.8265117Z,20,,,[],[],[],[],[],2026-03-17T00:00:00Z,False,False,,182.9,,,,,,,,,#1420340295,182.9,7bb9cda8-a118-49f4-a898-7e3154073aa2,matheus+explore@nexudus.com,2026-08-27T08:39:14.8265117Z,False,2026-02-14T00:00:00Z
1420340388,,,,,,False,near_expiry,GBP,1421021016,Explore 2.0,True,False,,1423831555,,2026-08-27T08:39:15.4049908Z,21,,,[],[],[],[],[],2026-09-12T00:00:00Z,False,False,,105.93,,,,,,,,,#1420340388,105.93,1125f012-7c21-4eb6-acfe-8047edbe1fcc,matheus+explore@nexudus.com,2026-08-27T08:39:15.4049908Z,False,2026-06-05T00:00:00Z
1420340296,,,,,,False,near_expiry,GBP,1421021016,Explore 2.0,True,False,,1423831752,,2026-08-27T08:39:15.8583569Z,22,,,[],[],[],[],[],2026-09-08T00:00:00Z,False,False,,148.01,,,,,,,,,#1420340296,148.01,58a4d1eb-a88d-4e27-8953-e5607637e792,matheus+explore@nexudus.com,2026-08-27T08:39:15.8583569Z,False,2026-05-26T00:00:00Z
1420340389,,,,,,False,near_expiry,GBP,1421021016,Explore 2.0,True,False,,1423831758,,2026-08-27T08:39:16.3737193Z,23,,,[],[],[],[],[],2026-09-12T00:00:00Z,False,False,,150.75,,,,,,,,,#1420340389,150.75,ac2536eb-9a5a-44a1-b851-7b62317fb898,matheus+explore@nexudus.com,2026-08-27T08:39:16.3737193Z,False,2026-07-30T00:00:00Z
1420340297,,,,,,False,near_expiry,GBP,1421021016,Explore 2.0,True,False,,1423831755,,2026-08-27T08:39:16.9055408Z,24,,,[],[],[],[],[],2026-09-24T00:00:00Z,False,False,,115.73,,,,,,,,,#1420340297,115.73,b00f43f0-de0c-4e41-a9b4-3bd80f8d969f,matheus+explore@nexudus.com,2026-08-27T08:39:16.9055408Z,False,2026-07-21T00:00:00Z
1420340390,,,,,,False,near_expiry,GBP,1421021016,Explore 2.0,True,False,,1423831549,,2026-08-27T08:39:17.3275781Z,25,,,[],[],[],[],[],2026-09-26T00:00:00Z,False,False,,135.3,,,,,,,,,#1420340390,135.3,a5d58b9e-3daf-4211-90b4-c87f14de20b6,matheus+explore@nexudus.com,2026-08-27T08:39:17.3275781Z,False,2026-07-08T00:00:00Z
