Id,AccessControlGroupId,AddedBookingAvailabilityExceptions,AddedLinkedResources,AddedTariffs,AddedTeams,AirConditioning,Allocation,AllowMultipleBookings,Archived,BookInAdvanceLimit,BookingAvailabilityExceptions,BusinessId,BusinessName,CCTV,CancellationFeeAmount,CancellationFeePercentage,CancellationFeeProductId,CancellationFeeProductName,CancellationFeeType,Catering,ChargeCancellationFee,ClearPictureFile,ConferencePhone,CreatedOn,CustomFields,Description,DesktopMonitor,DisplayOrder,DisplayScreen,Drinks,DualDisplayScreen,EmailConfirmationContent,FlipChart,GoogleCalendarId,GroupName,Heating,HideInCalendar,HighBits,Internet,IntervalLimit,IsNew,IsSensorOccupied,KisiGroupId,LargeDisplay,LastCleanedAt,LateBookingLimit,LateCancellationLimit,Latitude,LimitVisitorsToAllocation,LinkedResourceIds,LinkedResources,LocalizationDetails,Longitude,LowBits,MaxBookingLength,MinBookingLength,Name,NaturalLight,NewPictureUrl,NoReturnPolicy,NoReturnPolicyAllResources,NoReturnPolicyAllUsers,Office365CalendarId,OnlyForContacts,OnlyForInvoicingBusiness,OnlyForMembers,PaSystem,PictureFileName,PrivacyScreen,Projector,QuietZone,RemovedBookingAvailabilityExceptions,RemovedLinkedResources,RemovedTariffs,RemovedTeams,RepeatBookingPeriodLimitInMonths,RepeatBookingQuantityLimit,RequiresConfirmation,ResourceTypeId,ResourceTypeName,SecureStorage,SecurityLock,SensorLastValue,ShiftList,Shifts,Soundproof,StandardPhone,StandingDesk,SystemId,SystemResourceType,Tariffs,TeaAndCoffee,Teams,Timeslots,ToStringText,UniqueId,UpdatedBy,UpdatedOn,UseSharedZoomAccount,VideoConferencing,Visible,VoiceRecorder,WhiteBoard,WirelessCharger,WirelessPresentation,ZoomUserId
1415381601,,,,,,False,,False,False,,[],1421022733,MAIN_E2 (PARENT Location),False,,,,,1,False,False,False,False,2026-08-25T19:11:30.5986224Z,,,False,11,False,False,False,,False,,,False,False,21597,False,,False,False,,False,,,,0.0,False,,[],,0.0,609,,,Hot Desk Area E,False,,,,,,False,False,False,False,,False,False,False,,,,,,,False,1415379775,Hot Desk,False,False,,[],,False,False,False,,2,[],False,[],[],Hot Desk Area E,f00c74b5-4bde-4575-84ac-5f5269bfefec,Olena+e2@nexudus.com,2026-08-25T19:11:30.5986224Z,False,False,False,False,False,False,False,
1415381602,,,,,,False,,False,False,,[],1421022733,MAIN_E2 (PARENT Location),False,,,,,1,False,False,False,False,2026-08-25T19:11:31.0361403Z,,,False,12,False,False,False,,False,,,False,False,21597,False,,False,False,,False,,,,0.0,False,,[],,0.0,610,,,Office 101,False,,,,,,False,False,False,False,,False,False,False,,,,,,,False,1415379673,Private Office,False,False,,[],,False,False,False,,3,[],False,[],[],Office 101,ac8d1fad-1c18-4344-871d-aa616a77a749,Olena+e2@nexudus.com,2026-08-25T19:11:31.0361403Z,False,False,False,False,False,False,False,
1415381696,,,,,,False,,False,False,,[],1421022733,MAIN_E2 (PARENT Location),False,,,,,1,False,False,False,False,2026-08-25T19:11:31.4702485Z,,,False,13,False,False,False,,False,,,False,False,21597,False,,False,False,,False,,,,0.0,False,,[],,0.0,704,,,Office 102,False,,,,,,False,False,False,False,,False,False,False,,,,,,,False,1415379673,Private Office,False,False,,[],,False,False,False,,3,[],False,[],[],Office 102,32d1ba42-b3a3-4577-85ab-37bc78f0e8be,Olena+e2@nexudus.com,2026-08-25T19:11:31.4702485Z,False,False,False,False,False,False,False,
1415381603,,,,,,False,,False,False,,[],1421022733,MAIN_E2 (PARENT Location),False,,,,,1,False,False,False,False,2026-08-25T19:11:31.8811831Z,,,False,14,False,False,False,,False,,,False,False,21597,False,,False,False,,False,,,,0.0,False,,[],,0.0,611,,,Office 103,False,,,,,,False,False,False,False,,False,False,False,,,,,,,False,1415379673,Private Office,False,False,,[],,False,False,False,,3,[],False,[],[],Office 103,5fcb198c-19f4-400b-8e38-821c47d989a5,Olena+e2@nexudus.com,2026-08-25T19:11:31.8811831Z,False,False,False,False,False,False,False,
1415381697,,,,,,False,,False,False,,[],1421022733,MAIN_E2 (PARENT Location),False,,,,,1,False,False,False,False,2026-08-25T19:11:32.3452656Z,,,False,15,False,False,False,,False,,,False,False,21597,False,,False,False,,False,,,,0.0,False,,[],,0.0,705,,,Office 104,False,,,,,,False,False,False,False,,False,False,False,,,,,,,False,1415379673,Private Office,False,False,,[],,False,False,False,,3,[],False,[],[],Office 104,935b8f9e-7ad1-4df9-8db2-f0de587c833b,Olena+e2@nexudus.com,2026-08-25T19:11:32.3452656Z,False,False,False,False,False,False,False,
1415381604,,,,,,False,,False,False,,[],1421022733,MAIN_E2 (PARENT Location),False,,,,,1,False,False,False,False,2026-08-25T19:11:32.8968303Z,,,False,16,False,False,False,,False,,,False,False,21597,False,,False,False,,False,,,,0.0,False,,[],,0.0,612,,,Office 105,False,,,,,,False,False,False,False,,False,False,False,,,,,,,False,1415379673,Private Office,False,False,,[],,False,False,False,,3,[],False,[],[],Office 105,eb8e6b1a-2996-4df4-bf40-2a06c0b0a255,Olena+e2@nexudus.com,2026-08-25T19:11:32.8968303Z,False,False,False,False,False,False,False,
1415381698,,,,,,False,,False,False,,[],1421022733,MAIN_E2 (PARENT Location),False,,,,,1,False,False,False,False,2026-08-25T19:11:34.7059681Z,,,False,17,False,False,False,,False,,,False,False,21597,False,,False,False,,False,,,,0.0,False,,[],,0.0,706,,,Phone Booth 1,False,,,,,,False,False,False,False,,False,False,False,,,,,,,False,1415379674,Phone Booth,False,False,,[],,False,False,False,,4,[],False,[],[],Phone Booth 1,80b7e986-61d3-4786-98b3-b26bf09679cb,Olena+e2@nexudus.com,2026-08-25T19:11:34.7059681Z,False,False,False,False,False,False,False,
1415381605,,,,,,False,,False,False,,[],1421022733,MAIN_E2 (PARENT Location),False,,,,,1,False,False,False,False,2026-08-25T19:11:35.4432778Z,,,False,18,False,False,False,,False,,,False,False,21597,False,,False,False,,False,,,,0.0,False,,[],,0.0,613,,,Phone Booth 2,False,,,,,,False,False,False,False,,False,False,False,,,,,,,False,1415379674,Phone Booth,False,False,,[],,False,False,False,,4,[],False,[],[],Phone Booth 2,b8e6d0d0-fdf0-484b-9a69-42769b9a4ec0,Olena+e2@nexudus.com,2026-08-25T19:11:35.4432778Z,False,False,False,False,False,False,False,
1415381606,,,,,,False,,False,False,,[],1421022733,MAIN_E2 (PARENT Location),False,,,,,1,False,False,False,False,2026-08-25T19:11:35.8501173Z,,,False,19,False,False,False,,False,,,False,False,21597,False,,False,False,,False,,,,0.0,False,,[],,0.0,614,,,Parking Bay P1,False,,,,,,False,False,False,False,,False,False,False,,,,,,,False,1415379675,Parking,False,False,,[],,False,False,False,,5,[],False,[],[],Parking Bay P1,f91ea7d5-89db-44c1-b213-8caa8d352065,Olena+e2@nexudus.com,2026-08-25T19:11:35.8501173Z,False,False,False,False,False,False,False,
1415381699,,,,,,False,,False,False,,[],1421022733,MAIN_E2 (PARENT Location),False,,,,,1,False,False,False,False,2026-08-25T19:11:37.1922402Z,,,False,20,False,False,False,,False,,,False,False,21597,False,,False,False,,False,,,,0.0,False,,[],,0.0,707,,,Parking Bay P2,False,,,,,,False,False,False,False,,False,False,False,,,,,,,False,1415379675,Parking,False,False,,[],,False,False,False,,5,[],False,[],[],Parking Bay P2,4cc321f1-07bc-4742-bd01-efeea98708e7,Olena+e2@nexudus.com,2026-08-25T19:11:37.1922402Z,False,False,False,False,False,False,False,
